ILCE,alan_metrekare,Nufus,Minibus_Durak_Sayisi,Rayli_Istasyon_Sayisi,Taksi_Durak_Sayisi,Ortalama_AQI,Yeni_Yapilacak_Yesil_Alan_GA_W1_1.0_W2_0.0,Toplam_Yesil_Alan_GA_W1_1.0_W2_0.0,Yeni_Yapilacak_Yesil_Alan_PSO_W1_1.0_W2_0.0,Toplam_Yesil_Alan_PSO_W1_1.0_W2_0.0,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.9_W2_0.1,Toplam_Yesil_Alan_GA_W1_0.9_W2_0.1,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.9_W2_0.1,Toplam_Yesil_Alan_PSO_W1_0.9_W2_0.1,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.8_W2_0.2,Toplam_Yesil_Alan_GA_W1_0.8_W2_0.2,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.8_W2_0.2,Toplam_Yesil_Alan_PSO_W1_0.8_W2_0.2,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.7_W2_0.3,Toplam_Yesil_Alan_GA_W1_0.7_W2_0.3,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.7_W2_0.3,Toplam_Yesil_Alan_PSO_W1_0.7_W2_0.3,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.6_W2_0.4,Toplam_Yesil_Alan_GA_W1_0.6_W2_0.4,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.6_W2_0.4,Toplam_Yesil_Alan_PSO_W1_0.6_W2_0.4,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.5_W2_0.5,Toplam_Yesil_Alan_GA_W1_0.5_W2_0.5,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.5_W2_0.5,Toplam_Yesil_Alan_PSO_W1_0.5_W2_0.5,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.4_W2_0.6,Toplam_Yesil_Alan_GA_W1_0.4_W2_0.6,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.4_W2_0.6,Toplam_Yesil_Alan_PSO_W1_0.4_W2_0.6,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.3_W2_0.7,Toplam_Yesil_Alan_GA_W1_0.3_W2_0.7,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.3_W2_0.7,Toplam_Yesil_Alan_PSO_W1_0.3_W2_0.7,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.2_W2_0.8,Toplam_Yesil_Alan_GA_W1_0.2_W2_0.8,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.2_W2_0.8,Toplam_Yesil_Alan_PSO_W1_0.2_W2_0.8,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.1_W2_0.9,Toplam_Yesil_Alan_GA_W1_0.1_W2_0.9,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.1_W2_0.9,Toplam_Yesil_Alan_PSO_W1_0.1_W2_0.9,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.0_W2_1.0,Toplam_Yesil_Alan_GA_W1_0.0_W2_1.0,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.0_W2_1.0,Toplam_Yesil_Alan_PSO_W1_0.0_W2_1.0
KADIKÖY,860383.2664371255,462189.0,175,27,62,28.971953027020863,37399.29243304179,897782.5588701672,0.0,860383.2664371255,167042.7521998463,1027426.0186369718,0.0,860383.2664371255,177646.18821565277,1038029.4546527783,0.0,860383.2664371255,158191.2036539966,1018574.4700911221,430191.63321856275,1290574.8996556883,37019.321798504665,897402.5882356302,314671.8171219252,1175055.0835590507,41727.50462861877,902110.7710657443,0.0,860383.2664371255,110439.45670043756,970822.7231375631,430191.63321856275,1290574.8996556883,275608.29861182155,1135991.565048947,191341.11233889477,1051724.3787760204,76401.50687867765,936784.7733158031,385657.75268144626,1246041.0191185717,243878.51825712458,1104261.7846942502,430191.63321856275,1290574.8996556883,239975.08824497793,1100358.3546821035,0.0,860383.2664371255
KARTAL,1406194.225819459,475859.0,266,9,29,36.235408116735066,195841.62295411082,1602035.8487735698,0.0,1406194.225819459,12528.400490223228,1418722.6263096821,0.0,1406194.225819459,17994.84197632141,1424189.0677957803,0.0,1406194.225819459,9622.077628161733,1415816.3034476207,0.0,1406194.225819459,47062.05933425583,1453256.2851537147,0.0,1406194.225819459,313389.77826578607,1719584.004085245,0.0,1406194.225819459,38536.964587423165,1444731.1904068822,0.0,1406194.225819459,1194.2316227548572,1407388.4574422138,0.0,1406194.225819459,141457.83905230172,1547652.0648717606,0.0,1406194.225819459,88360.9674933079,1494555.193312767,0.0,1406194.225819459,8958.670494757358,1415152.8963142163,0.0,1406194.225819459
KAĞITHANE,1598947.6567764024,444820.0,182,5,16,46.7515393386545,25964.513664500708,1624912.1704409032,0.0,1598947.6567764024,6794.7583523107,1605742.415128713,0.0,1598947.6567764024,70520.71529038335,1669468.3720667858,0.0,1598947.6567764024,63596.68569513154,1662544.342471534,0.0,1598947.6567764024,21572.68169355554,1620520.338469958,799473.8283882012,2398421.4851646037,135.7002621204208,1599083.3570385228,0.0,1598947.6567764024,253645.32677134496,1852592.9835477474,0.0,1598947.6567764024,91418.09092609269,1690365.747702495,0.0,1598947.6567764024,8166.633556725705,1607114.290333128,0.0,1598947.6567764024,46700.674541160566,1645648.3313175628,0.0,1598947.6567764024,315.7972037233067,1599263.4539801257,0.0,1598947.6567764024
KÜÇÜKÇEKMECE,1646774.3243354743,789033.0,312,18,14,65.46188902814174,163354.45735856082,1810128.781694035,0.0,1646774.3243354743,268913.1421755864,1915687.4665110607,823387.1621677371,2470161.4865032113,150453.02374030178,1797227.3480757761,0.0,1646774.3243354743,204545.84145174694,1851320.1657872212,0.0,1646774.3243354743,95011.80688892858,1741786.131224403,0.0,1646774.3243354743,228625.52429179556,1875399.8486272697,0.0,1646774.3243354743,462066.7887785386,2108841.113114013,397201.60028604936,2043975.9246215236,137287.17783611902,1784061.5021715933,101707.65357999201,1748481.9779154663,304163.1650373904,1950937.4893728648,0.0,1646774.3243354743,226899.07360501832,1873673.3979404927,492272.1640124698,2139046.488347944,210608.0160162962,1857382.3403517704,0.0,1646774.3243354743
MALTEPE,2130674.198635165,524921.0,228,10,12,36.235408116735066,36891.85942740995,2167566.0580625753,0.0,2130674.198635165,1787.8347268413133,2132462.0333620063,0.0,2130674.198635165,135.61195643463824,2130809.8105916,0.0,2130674.198635165,11831.681729418691,2142505.880364584,0.0,2130674.198635165,75752.75749784673,2206426.9561330117,0.0,2130674.198635165,5892.765974329166,2136566.9646094944,0.0,2130674.198635165,2203.960266153029,2132878.158901318,0.0,2130674.198635165,1182.862172192679,2131857.060807358,0.0,2130674.198635165,1475.3893211410812,2132149.587956306,0.0,2130674.198635165,7358.331488620852,2138032.530123786,0.0,2130674.198635165,5724.404821590391,2136398.6034567556,0.0,2130674.198635165
PENDİK,2660127.494007945,749356.0,396,17,18,36.235408116735066,1052.8176652079405,2661180.311673153,0.0,2660127.494007945,1905.3080485669716,2662032.802056512,0.0,2660127.494007945,1337.6258875456228,2661465.119895491,0.0,2660127.494007945,17547.62371183763,2677675.1177197825,0.0,2660127.494007945,1919.97964037507,2662047.47364832,0.0,2660127.494007945,30177.64771280409,2690305.141720749,0.0,2660127.494007945,2836.627276647614,2662964.121284593,0.0,2660127.494007945,7959.796958515902,2668087.290966461,999999.7120562836,3660127.206064229,45793.90395132147,2705921.3979592663,0.0,2660127.494007945,9069.747954852617,2669197.2419627975,0.0,2660127.494007945,24799.591525617307,2684927.0855335626,0.0,2660127.494007945
SANCAKTEPE,851191.7589597908,502077.0,206,6,5,43.09060899260103,266038.52255447395,1117230.2815142646,0.0,851191.7589597908,224772.4237866378,1075964.1827464285,0.0,851191.7589597908,101926.84884518826,953118.6078049791,425595.8794798954,1276787.6384396863,244312.64068665737,1095504.3996464482,0.0,851191.7589597908,217990.29000564376,1069182.0489654345,425595.8794798954,1276787.6384396863,150858.5620140431,1002050.3209738339,0.0,851191.7589597908,233365.1878393101,1084556.9467991008,425595.8794798954,1276787.6384396863,135984.4857072352,987176.244667026,0.0,851191.7589597908,190273.7059536454,1041465.4649134362,405907.11241307517,1257098.871372866,54843.9103569192,906035.66931671,425595.8794798954,1276787.6384396863,186909.3650128063,1038101.1239725971,425595.8794798954,1276787.6384396863
SARIYER,2743974.6658907183,342582.0,335,7,32,26.711909353905497,7078.781991950487,2751053.447882669,0.0,2743974.6658907183,279.16197769061574,2744253.827868409,0.0,2743974.6658907183,110.0192977588262,2744084.6851884774,0.0,2743974.6658907183,421.3850995422297,2744396.0509902607,0.0,2743974.6658907183,13102.096033203023,2757076.7619239213,0.0,2743974.6658907183,11567.800723866703,2755542.466614585,0.0,2743974.6658907183,25313.472558061516,2769288.13844878,0.0,2743974.6658907183,7577.490587477651,2751552.156478196,0.0,2743974.6658907183,7492.736075664046,2751467.4019663823,0.0,2743974.6658907183,115.83536019780712,2744090.501250916,0.0,2743974.6658907183,17649.68951800919,2761624.3554087277,0.0,2743974.6658907183
SULTANBEYLİ,711311.9838774118,369193.0,147,2,5,43.09060899260103,152268.5498574624,863580.5337348742,355655.9919387059,1066967.9758161176,119883.10879045053,831195.0926678623,0.0,711311.9838774118,56458.195415284456,767770.1792926963,355655.9919387059,1066967.9758161176,26915.329473065358,738227.3133504771,0.0,711311.9838774118,146346.2567678589,857658.2406452707,0.0,711311.9838774118,108506.56155073915,819818.5454281509,0.0,711311.9838774118,119794.27795304247,831106.2618304542,259886.7788644308,971198.7627418425,84226.55877768659,795538.5426550984,106010.5889339444,817322.5728113562,87253.1417860301,798565.125663442,0.0,711311.9838774118,121724.21711991727,833036.2009973291,0.0,711311.9838774118,96488.0308818722,807800.014759284,355655.9919387059,1066967.9758161176
SULTANGAZİ,560013.4265267146,532601.0,143,6,4,48.57816540477577,212685.09556418183,772698.5220908964,280006.7132633573,840020.1397900719,187778.77202607092,747792.1985527854,280006.7132633573,840020.1397900719,256411.23945871778,816424.6659854323,0.0,560013.4265267146,173248.44099272706,733261.8675194416,0.0,560013.4265267146,159457.48743951585,719470.9139662305,0.0,560013.4265267146,249856.11599703768,809869.5425237522,0.0,560013.4265267146,194890.620532857,754904.0470595716,0.0,560013.4265267146,167076.44877065008,727089.8752973647,280006.63263718365,840020.0591638982,153363.73237235122,713377.1588990658,280006.7132633573,840020.1397900719,69138.38192117764,629151.8084478922,0.0,560013.4265267146,98918.38471024366,658931.8112369583,280006.7132633573,840020.1397900719
SİLİVRİ,4064999.079093968,232156.0,264,0,7,39.4643751422718,0.6635400069344168,4064999.742633975,0.0,4064999.079093968,4080.3797872250907,4069079.4588811933,0.0,4064999.079093968,5.082734134534518,4065004.1618281025,0.0,4064999.079093968,1007.5698699463721,4066006.6489639143,0.0,4064999.079093968,1367.2232876157395,4066366.302381584,0.0,4064999.079093968,2028.387817628726,4067027.4669115967,1000000.0,5064999.0790939685,4.436150963731743,4065003.515244932,0.0,4064999.079093968,21.63046660511025,4065020.709560573,0.0,4064999.079093968,2.8353972998522057,4065001.914491268,0.0,4064999.079093968,31.611345675690927,4065030.690439644,0.0,4064999.079093968,17.674826957668664,4065016.753920926,0.0,4064999.079093968
TUZLA,3153689.0698800897,301400.0,241,4,12,41.09867971773276,864.9207306332684,3154553.990610723,0.0,3153689.0698800897,7319.101516415367,3161008.171396505,0.0,3153689.0698800897,183.49256170474044,3153872.5624417947,0.0,3153689.0698800897,4816.822832613805,3158505.8927127034,0.0,3153689.0698800897,1057.3526760479874,3154746.4225561377,0.0,3153689.0698800897,2.619480980058531,3153691.68936107,0.0,3153689.0698800897,47.43751454302878,3153736.507394633,0.0,3153689.0698800897,250.16083873969947,3153939.230718829,0.0,3153689.0698800897,7047.364227212544,3160736.434107302,0.0,3153689.0698800897,2421.571185339367,3156110.641065429,0.0,3153689.0698800897,4333.787792280347,3158022.85767237,0.0,3153689.0698800897
ZEYTİNBURNU,789642.239856637,278344.0,195,8,14,38.212086659064994,188972.39550735222,978614.6353639892,0.0,789642.239856637,39785.98387541981,829428.2237320568,198677.2962845228,988319.5361411597,134735.71433649524,924377.9541931322,0.0,789642.239856637,41112.79354415712,830755.033400794,394821.1199283185,1184463.3597849554,34287.73213135232,823929.9719879893,0.0,789642.239856637,285070.04853859695,1074712.288395234,0.0,789642.239856637,35373.87707980914,825016.1169364462,0.0,789642.239856637,75608.03940685332,865250.2792634903,0.0,789642.239856637,15.165808927384912,789657.4056655644,0.0,789642.239856637,59408.20330683589,849050.4431634728,394731.62908426754,1184373.8689409045,157947.36509633512,947589.6049529721,0.0,789642.239856637
ÇATALCA,1088806.6011754582,80399.0,80,0,1,29.73571591167767,1403.4566952604366,1090210.0578707187,0.0,1088806.6011754582,565.9433254731928,1089372.5445009314,0.0,1088806.6011754582,10459.341107401311,1099265.9422828595,0.0,1088806.6011754582,462.8000002864052,1089269.4011757446,0.0,1088806.6011754582,1647.6937980994246,1090454.2949735576,0.0,1088806.6011754582,6.189125208224382,1088812.7903006664,0.0,1088806.6011754582,2529.0927788316694,1091335.69395429,0.0,1088806.6011754582,5244.707407254414,1094051.3085827127,0.0,1088806.6011754582,915.8515349701611,1089722.4527104283,0.0,1088806.6011754582,306.84398779827086,1089113.4451632565,0.0,1088806.6011754582,1884.944173533564,1090691.5453489916,0.0,1088806.6011754582
ÇEKMEKÖY,545283.4216504643,306739.0,96,1,5,29.7875014280818,109882.52807703833,655165.9497275027,0.0,545283.4216504643,22592.456314872084,567875.8779653364,0.0,545283.4216504643,44369.5216547274,589652.9433051917,272641.71082523215,817925.1324756965,106418.49232481129,651701.9139752756,0.0,545283.4216504643,74781.69302671951,620065.1146771838,0.0,545283.4216504643,32051.50471497625,577334.9263654406,0.0,545283.4216504643,26722.711004941244,572006.1326554056,0.0,545283.4216504643,77122.67770717101,622406.0993576352,0.0,545283.4216504643,67025.92596469085,612309.3476151552,272641.71082523215,817925.1324756965,72918.67061073615,618202.0922612004,0.0,545283.4216504643,56273.23052066443,601556.6521711288,272641.71082523215,817925.1324756965
ÜMRANİYE,1448077.7828947406,727819.0,389,20,11,29.7875014280818,145742.3207912129,1593820.1036859534,0.0,1448077.7828947406,99643.17210722853,1547720.9550019691,0.0,1448077.7828947406,244586.66436840902,1692664.4472631495,0.0,1448077.7828947406,255858.4403012376,1703936.2231959782,0.0,1448077.7828947406,76815.00398177144,1524892.786876512,0.0,1448077.7828947406,80349.75585835005,1528427.5387530907,0.0,1448077.7828947406,132604.52537403512,1580682.3082687757,0.0,1448077.7828947406,350601.82761416124,1798679.6105089018,0.0,1448077.7828947406,343644.62125202187,1791722.4041467626,0.0,1448077.7828947406,319260.14771773014,1767337.9306124707,0.0,1448077.7828947406,399435.5116828496,1847513.2945775902,724038.8914473703,2172116.6743421108
ÜSKÜDAR,2357259.262471572,512981.0,296,9,33,25.062542720437456,47.01478061842742,2357306.2772521903,0.0,2357259.262471572,5166.943729101604,2362426.2062006737,0.0,2357259.262471572,33419.85694873153,2390679.1194203035,0.0,2357259.262471572,745.0867726207583,2358004.3492441927,0.0,2357259.262471572,1784.759871422188,2359044.0223429943,0.0,2357259.262471572,371.1701710756718,2357630.4326426475,0.0,2357259.262471572,497.3769521621148,2357756.639423734,0.0,2357259.262471572,19744.171549571576,2377003.4340211437,0.0,2357259.262471572,5764.715506133931,2363023.977977706,0.0,2357259.262471572,27200.94131650849,2384460.2037880807,0.0,2357259.262471572,245.35760121076947,2357504.620072783,0.0,2357259.262471572
ŞİLE,347167.07496639347,48936.0,153,0,0,43.09060899260103,9075.164879561955,356242.2398459554,173583.53748319673,520750.61244959023,71270.1293025372,418437.20426893065,173583.53748319673,520750.61244959023,17775.92785397884,364943.0028203723,0.0,347167.07496639347,33773.514154461285,380940.58912085474,0.0,347167.07496639347,4683.034561540488,351850.10952793394,173583.53748319673,520750.61244959023,2873.6512235387036,350040.72618993215,0.0,347167.07496639347,10953.464373567445,358120.5393399609,0.0,347167.07496639347,13978.802217326533,361145.87718372,0.0,347167.07496639347,8128.385540851394,355295.46050724486,173583.53748319673,520750.61244959023,11559.026981447301,358726.10194784077,173583.53748319673,520750.61244959023,1400.961099065036,348568.0360654585,0.0,347167.07496639347
ŞİŞLİ,354780.26493224973,263063.0,68,9,33,28.04237867395762,58649.2512756613,413429.516207911,0.0,354780.26493224973,118853.58869390562,473633.85362615535,177390.13246612487,532170.3973983746,58157.03711837009,412937.30205061985,177390.13246612487,532170.3973983746,58816.27621184729,413596.541144097,0.0,354780.26493224973,57246.06203032045,412026.3269625702,0.0,354780.26493224973,35566.865490282486,390347.1304225322,0.0,354780.26493224973,24451.20689129845,379231.4718235482,177390.13246612487,532170.3973983746,93021.93035279428,447802.195285044,0.0,354780.26493224973,84641.83603756584,439422.10096981557,0.0,354780.26493224973,44876.37388150907,399656.6388137588,177390.13246612487,532170.3973983746,158607.76895653014,513388.0338887799,0.0,354780.26493224973
