ILCE,alan_metrekare,Nufus,Minibus_Durak_Sayisi,Rayli_Istasyon_Sayisi,Taksi_Durak_Sayisi,Ortalama_AQI,Yeni_Yapilacak_Yesil_Alan_GA_W1_1.0_W2_0.0,Toplam_Yesil_Alan_GA_W1_1.0_W2_0.0,Yeni_Yapilacak_Yesil_Alan_PSO_W1_1.0_W2_0.0,Toplam_Yesil_Alan_PSO_W1_1.0_W2_0.0,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.9_W2_0.1,Toplam_Yesil_Alan_GA_W1_0.9_W2_0.1,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.9_W2_0.1,Toplam_Yesil_Alan_PSO_W1_0.9_W2_0.1,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.8_W2_0.2,Toplam_Yesil_Alan_GA_W1_0.8_W2_0.2,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.8_W2_0.2,Toplam_Yesil_Alan_PSO_W1_0.8_W2_0.2,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.7_W2_0.3,Toplam_Yesil_Alan_GA_W1_0.7_W2_0.3,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.7_W2_0.3,Toplam_Yesil_Alan_PSO_W1_0.7_W2_0.3,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.6_W2_0.4,Toplam_Yesil_Alan_GA_W1_0.6_W2_0.4,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.6_W2_0.4,Toplam_Yesil_Alan_PSO_W1_0.6_W2_0.4,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.5_W2_0.5,Toplam_Yesil_Alan_GA_W1_0.5_W2_0.5,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.5_W2_0.5,Toplam_Yesil_Alan_PSO_W1_0.5_W2_0.5,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.4_W2_0.6,Toplam_Yesil_Alan_GA_W1_0.4_W2_0.6,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.4_W2_0.6,Toplam_Yesil_Alan_PSO_W1_0.4_W2_0.6,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.3_W2_0.7,Toplam_Yesil_Alan_GA_W1_0.3_W2_0.7,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.3_W2_0.7,Toplam_Yesil_Alan_PSO_W1_0.3_W2_0.7,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.2_W2_0.8,Toplam_Yesil_Alan_GA_W1_0.2_W2_0.8,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.2_W2_0.8,Toplam_Yesil_Alan_PSO_W1_0.2_W2_0.8,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.1_W2_0.9,Toplam_Yesil_Alan_GA_W1_0.1_W2_0.9,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.1_W2_0.9,Toplam_Yesil_Alan_PSO_W1_0.1_W2_0.9,Yeni_Yapilacak_Yesil_Alan_GA_W1_0.0_W2_1.0,Toplam_Yesil_Alan_GA_W1_0.0_W2_1.0,Yeni_Yapilacak_Yesil_Alan_PSO_W1_0.0_W2_1.0,Toplam_Yesil_Alan_PSO_W1_0.0_W2_1.0
KADIKÖY,860383.2664371255,462189.0,175,27,62,28.971953027020863,176431.83033601302,1036815.0967731385,0.0,860383.2664371255,73909.59872152717,934292.8651586527,0.0,860383.2664371255,154804.0714764333,1015187.3379135588,0.0,860383.2664371255,21459.462908089285,881842.7293452148,0.0,860383.2664371255,159884.75705100186,1020268.0234881274,0.0,860383.2664371255,123582.65248049605,983965.9189176216,0.0,860383.2664371255,19034.164464368478,879417.430901494,0.0,860383.2664371255,173020.92743371226,1033404.1938708378,0.0,860383.2664371255,202248.87480791652,1062632.141245042,430191.63321856275,1290574.8996556883,173568.47990691417,1033951.7463440397,0.0,860383.2664371255,176399.73094024492,1036782.9973773705,0.0,860383.2664371255
KARTAL,1406194.225819459,475859.0,266,9,29,36.235408116735066,7446.915040792212,1413641.1408602512,0.0,1406194.225819459,35628.43226134283,1441822.6580808018,0.0,1406194.225819459,123360.11444890092,1529554.34026836,0.0,1406194.225819459,103991.052099158,1510185.277918617,0.0,1406194.225819459,42433.25071989507,1448627.476539354,0.0,1406194.225819459,80746.1263627532,1486940.352182212,0.0,1406194.225819459,149816.5065637009,1556010.73238316,0.0,1406194.225819459,25156.92896550819,1431351.1547849672,0.0,1406194.225819459,43832.99762792995,1450027.223447389,0.0,1406194.225819459,55326.441605916196,1461520.6674253752,0.0,1406194.225819459,46649.9421176258,1452844.1679370848,0.0,1406194.225819459
KAĞITHANE,1598947.6567764024,444820.0,182,5,16,46.7515393386545,27835.819551488315,1626783.4763278908,0.0,1598947.6567764024,91327.9951288552,1690275.6519052575,0.0,1598947.6567764024,41205.512799491014,1640153.1695758933,0.0,1598947.6567764024,51894.76122962081,1650842.4180060232,0.0,1598947.6567764024,86730.91194746447,1685678.568723867,0.0,1598947.6567764024,863.9468224307001,1599811.603598833,0.0,1598947.6567764024,46088.05197512103,1645035.7087515234,0.0,1598947.6567764024,63320.853385027636,1662268.51016143,0.0,1598947.6567764024,86497.52171365815,1685445.1784900606,0.0,1598947.6567764024,9250.753486036196,1608198.4102624385,0.0,1598947.6567764024,3228.452367459083,1602176.1091438616,0.0,1598947.6567764024
KÜÇÜKÇEKMECE,1646774.3243354743,789033.0,312,18,14,65.46188902814174,257843.59657052037,1904617.9209059947,823387.1621677371,2470161.4865032113,190370.09121702902,1837144.4155525034,0.0,1646774.3243354743,386533.64508985577,2033307.96942533,823387.1621677371,2470161.4865032113,252587.87829020084,1899362.2026256751,823387.1621677371,2470161.4865032113,359506.38561363996,2006280.7099491144,823387.1621677371,2470161.4865032113,278101.9790020881,1924876.3033375624,0.0,1646774.3243354743,24762.259934717193,1671536.5842701914,0.0,1646774.3243354743,429587.0284595201,2076361.3527949944,823387.1621677371,2470161.4865032113,24904.216838950073,1671678.5411744243,823387.1621677371,2470161.4865032113,184286.31636580796,1831060.6407012823,0.0,1646774.3243354743,352924.95750391576,1999699.28183939,823387.1621677371,2470161.4865032113
MALTEPE,2130674.198635165,524921.0,228,10,12,36.235408116735066,743.0531849025313,2131417.251820068,0.0,2130674.198635165,8681.65546806715,2139355.8541032323,0.0,2130674.198635165,146.6250444152472,2130820.8236795804,0.0,2130674.198635165,14862.995810578512,2145537.1944457437,0.0,2130674.198635165,61714.74066907225,2192388.9393042373,0.0,2130674.198635165,85.0020310360349,2130759.2006662013,0.0,2130674.198635165,7037.069646058103,2137711.2682812233,0.0,2130674.198635165,7178.419806060282,2137852.6184412255,0.0,2130674.198635165,42081.33661244456,2172755.5352476095,0.0,2130674.198635165,20229.592699153618,2150903.791334319,0.0,2130674.198635165,7995.992361784326,2138670.1909969496,0.0,2130674.198635165
PENDİK,2660127.494007945,749356.0,396,17,18,36.235408116735066,2878.153686292875,2663005.647694238,0.0,2660127.494007945,863.7838745034448,2660991.2778824484,0.0,2660127.494007945,1150.5346540471198,2661278.0286619924,0.0,2660127.494007945,7254.173861435045,2667381.66786938,0.0,2660127.494007945,3744.3736079319724,2663871.867615877,0.0,2660127.494007945,270.48551165381537,2660397.9795195987,0.0,2660127.494007945,8892.083780088871,2669019.577788034,0.0,2660127.494007945,151364.34900637582,2811491.843014321,0.0,2660127.494007945,31277.180557719745,2691404.674565665,0.0,2660127.494007945,31854.733813856077,2691982.2278218013,0.0,2660127.494007945,10387.190569085882,2670514.684577031,0.0,2660127.494007945
SANCAKTEPE,851191.7589597908,502077.0,206,6,5,43.09060899260103,420218.292874713,1271410.051834504,0.0,851191.7589597908,111333.87464951653,962525.6336093073,425595.8794798954,1276787.6384396863,231276.02621825633,1082467.7851780471,0.0,851191.7589597908,163468.63163139098,1014660.3905911818,0.0,851191.7589597908,164007.5228919621,1015199.2818517529,425595.8794798954,1276787.6384396863,213746.09965195385,1064937.8586117446,0.0,851191.7589597908,89816.61850666022,941008.377466451,0.0,851191.7589597908,169609.0253130948,1020800.7842728856,0.0,851191.7589597908,114359.04945900515,965550.8084187959,0.0,851191.7589597908,35187.82699035617,886379.585950147,370065.6797290879,1221257.4386888787,195883.21711204504,1047074.9760718358,425595.8794798954,1276787.6384396863
SARIYER,2743974.6658907183,342582.0,335,7,32,26.711909353905497,217.0464961801357,2744191.7123868987,0.0,2743974.6658907183,3036.1376625442426,2747010.8035532627,1000000.0,3743974.6658907183,1794.7492019640847,2745769.4150926825,0.0,2743974.6658907183,6777.692573704238,2750752.3584644226,0.0,2743974.6658907183,1256.8925554620782,2745231.5584461805,0.0,2743974.6658907183,5206.0398799779305,2749180.705770696,0.0,2743974.6658907183,0.0,2743974.6658907183,0.0,2743974.6658907183,404.727717669303,2744379.3936083876,0.0,2743974.6658907183,4174.692980506549,2748149.358871225,0.0,2743974.6658907183,73.6070556113651,2744048.27294633,0.0,2743974.6658907183,20091.632482554713,2764066.298373273,0.0,2743974.6658907183
SULTANBEYLİ,711311.9838774118,369193.0,147,2,5,43.09060899260103,169060.05949814423,880372.043375556,0.0,711311.9838774118,141956.02832986362,853268.0122072755,0.0,711311.9838774118,142063.55182867503,853375.5357060868,355655.9919387059,1066967.9758161176,117638.86755186864,828950.8514292805,355655.9919387059,1066967.9758161176,63259.581715170294,774571.5655925821,355655.9919387059,1066967.9758161176,186529.18079248053,897841.1646698923,0.0,711311.9838774118,4195.693195545986,715507.6770729577,355655.9919387059,1066967.9758161176,78912.83027307777,790224.8141504896,0.0,711311.9838774118,78176.64101727423,789488.624894686,355655.9919387059,1066967.9758161176,66097.97527226582,777409.9591496777,168341.15204133786,879653.1359187497,42039.336402493405,753351.3202799052,179635.52170111437,890947.5055785262
SULTANGAZİ,560013.4265267146,532601.0,143,6,4,48.57816540477577,177239.22774555645,737252.6542722711,0.0,560013.4265267146,277953.1650250885,837966.591551803,0.0,560013.4265267146,238608.38231910905,798621.8088458236,280006.7132633573,840020.1397900719,180277.6581356119,740291.0846623265,280006.7132633573,840020.1397900719,224560.53453008702,784573.9610568016,0.0,560013.4265267146,77357.79926936721,637371.2257960818,0.0,560013.4265267146,114484.5504706691,674497.9769973836,280006.7132633573,840020.1397900719,169715.0382332265,729728.4647599411,0.0,560013.4265267146,89613.62356337025,649627.0500900848,280006.7132633573,840020.1397900719,210717.24420505902,770730.6707317736,0.0,560013.4265267146,75107.35713779514,635120.7836645098,280006.7132633573,840020.1397900719
SİLİVRİ,4064999.079093968,232156.0,264,0,7,39.4643751422718,11.721602157423721,4065010.8006961253,0.0,4064999.079093968,85.38130254932736,4065084.4603965175,0.0,4064999.079093968,198.0604872829374,4065197.139581251,0.0,4064999.079093968,3053.3812148192087,4068052.4603087874,0.0,4064999.079093968,3847.7464165216334,4068846.8255104898,0.0,4064999.079093968,0.7145809142686387,4064999.7936748825,0.0,4064999.079093968,125.65391650827719,4065124.7330104765,0.0,4064999.079093968,134.78890045666816,4065133.867994425,0.0,4064999.079093968,2686.8284690429814,4067685.907563011,0.0,4064999.079093968,320.2405348886883,4065319.3196288566,0.0,4064999.079093968,8.586680525382352,4065007.6657744935,0.0,4064999.079093968
TUZLA,3153689.0698800897,301400.0,241,4,12,41.09867971773276,101.56484421573876,3153790.6347243055,0.0,3153689.0698800897,314.3202032116826,3154003.3900833013,0.0,3153689.0698800897,529.4551372196923,3154218.5250173095,0.0,3153689.0698800897,469.3448799956758,3154158.4147600853,0.0,3153689.0698800897,58.998272998974784,3153748.068153089,0.0,3153689.0698800897,83.47168413223265,3153772.541564222,0.0,3153689.0698800897,1028.238073126005,3154717.3079532157,0.0,3153689.0698800897,11033.844060854917,3164722.9139409447,0.0,3153689.0698800897,8968.180978760427,3162657.2508588503,0.0,3153689.0698800897,5341.21032634256,3159030.280206432,0.0,3153689.0698800897,6051.171268342477,3159740.2411484323,0.0,3153689.0698800897
ZEYTİNBURNU,789642.239856637,278344.0,195,8,14,38.212086659064994,172099.77756530538,961742.0174219423,182735.6080710998,972377.8479277368,78978.07471747913,868620.3145741161,394821.1199283185,1184463.3597849554,31345.634745321797,820987.8746019588,0.0,789642.239856637,51630.18239781268,841272.4222544497,394821.1199283185,1184463.3597849554,8281.230898796872,797923.4707554339,0.0,789642.239856637,187170.0828244913,976812.3226811283,0.0,789642.239856637,208373.18082651938,998015.4206831563,0.0,789642.239856637,119646.03245467963,909288.2723113166,0.0,789642.239856637,151808.34241110663,941450.5822677435,0.0,789642.239856637,8148.404230628731,797790.6440872657,0.0,789642.239856637,110332.9882108502,899975.2280674871,40671.3086605628,830313.5485171998
ÇATALCA,1088806.6011754582,80399.0,80,0,1,29.73571591167767,1105.625393882247,1089912.2265693403,0.0,1088806.6011754582,2062.4504111676274,1090869.0515866259,0.0,1088806.6011754582,200.41631056953463,1089007.0174860277,0.0,1088806.6011754582,8067.804664713418,1096874.4058401715,0.0,1088806.6011754582,436.1731427447647,1089242.7743182029,0.0,1088806.6011754582,3.733941544472864,1088810.3351170027,544403.3005877291,1633209.9017631873,3467.688168328438,1092274.2893437867,0.0,1088806.6011754582,896.9506477719981,1089703.5518232302,0.0,1088806.6011754582,6571.5559814376875,1095378.1571568958,0.0,1088806.6011754582,280.2634608550829,1089086.8646363132,0.0,1088806.6011754582,423.14317339284247,1089229.744348851,0.0,1088806.6011754582
ÇEKMEKÖY,545283.4216504643,306739.0,96,1,5,29.7875014280818,30981.852429223018,576265.2740796873,0.0,545283.4216504643,41734.12102384861,587017.542674313,0.0,545283.4216504643,32727.168524896828,578010.5901753611,0.0,545283.4216504643,52096.277887620774,597379.699538085,0.0,545283.4216504643,23343.658334301035,568627.0799847654,0.0,545283.4216504643,34548.56507907936,579831.9867295437,0.0,545283.4216504643,121425.94531612811,666709.3669665924,0.0,545283.4216504643,119657.7359722784,664941.1576227427,267746.7382867145,813030.1599371787,129433.55170763966,674716.973358104,272641.71082523215,817925.1324756965,50132.86461542659,595416.2862658909,0.0,545283.4216504643,66611.51885579273,611894.940506257,0.0,545283.4216504643
ÜMRANİYE,1448077.7828947406,727819.0,389,20,11,29.7875014280818,236005.8611632383,1684083.6440579789,0.0,1448077.7828947406,373137.29685913044,1821215.079753871,0.0,1448077.7828947406,224838.67925215416,1672916.4621468948,0.0,1448077.7828947406,264786.4606122666,1712864.2435070071,0.0,1448077.7828947406,197709.10358538182,1645786.8864801223,0.0,1448077.7828947406,177385.36893323768,1625463.1518279782,724038.8914473703,2172116.6743421108,250032.1112695288,1698109.8941642693,0.0,1448077.7828947406,146523.32759096514,1594601.1104857058,0.0,1448077.7828947406,355669.2535998727,1803747.0364946132,0.0,1448077.7828947406,140148.40070084695,1588226.1835955875,724038.8914473703,2172116.6743421108,194667.24735850826,1642745.0302532488,0.0,1448077.7828947406
ÜSKÜDAR,2357259.262471572,512981.0,296,9,33,25.062542720437456,28018.543303711805,2385277.805775284,1000000.0,3357259.262471572,62054.2324648253,2419313.4949363973,0.0,2357259.262471572,422.3190756702745,2357681.581547242,0.0,2357259.262471572,3473.430273280719,2360732.692744853,0.0,2357259.262471572,1296.9383992068963,2358556.200870779,0.0,2357259.262471572,26423.020510837694,2383682.28298241,0.0,2357259.262471572,57467.13590456276,2414726.3983761347,0.0,2357259.262471572,11501.756411640905,2368761.018883213,0.0,2357259.262471572,67090.87582989228,2424350.1383014643,0.0,2357259.262471572,38893.71142572557,2396152.9738972974,0.0,2357259.262471572,119318.92661115511,2476578.1890827273,0.0,2357259.262471572
ŞİLE,347167.07496639347,48936.0,153,0,0,43.09060899260103,20293.965604180812,367461.0405705743,0.0,347167.07496639347,1422.1925773793619,348589.2675437728,0.0,347167.07496639347,63357.69094599862,410524.76591239206,0.0,347167.07496639347,4072.4677415978795,351239.5427079913,0.0,347167.07496639347,4687.406432923222,351854.4813993167,0.0,347167.07496639347,14974.496228311498,362141.571194705,0.0,347167.07496639347,46230.06279858892,393397.1377649824,0.0,347167.07496639347,21018.413054217166,368185.48802061065,0.0,347167.07496639347,7085.755905506254,354252.8308718997,173583.53748319673,520750.61244959023,25712.900733716127,372879.9757001096,0.0,347167.07496639347,30085.353517175037,377252.4284835685,0.0,347167.07496639347
ŞİŞLİ,354780.26493224973,263063.0,68,9,33,28.04237867395762,43127.73056766523,397907.995499915,0.0,354780.26493224973,64618.78482770106,419399.0497599508,177390.13246612487,532170.3973983746,51255.265479031004,406035.53041128075,177390.13246612487,532170.3973983746,38037.82053119405,392818.0854634438,0.0,354780.26493224973,90010.98429191398,444791.2492241637,0.0,354780.26493224973,40272.06913130653,395052.3340635563,177390.13246612487,532170.3973983746,30878.779608529385,385659.04454077914,0.0,354780.26493224973,318.30671325549514,355098.5716455052,177390.13246612487,532170.3973983746,68831.63968903715,423611.9046212869,0.0,354780.26493224973,41955.71896742427,396735.983899674,177390.13246612487,532170.3973983746,98160.93204230217,452941.1969745519,177390.13246612487,532170.3973983746
